names	ranges_mean	ranges_max	rangesc_mean	rangesc_max
KDELR1	1.7242256466783459	5.015230549136128	0.859315085036061	2.003155285102547
GRIN2D	7.710522054885238	56.409816676522766	2.375158619209064	5.736590038314176
GRWD1	2.392806465790193	6.63830975428146	1.1405130697894694	2.4510147086203684
KCNJ14	5.649818674926855	18.527027027027028	1.9354776897353976	4.0557880055788
CTC-273B12.5	0.044290188379376434	2.3916701724863274	0.03210474963899622	1.733656480505796
CYTH2	2.2355885285108723	6.0780298837852795	1.1082139063219347	2.966441172569306
LMTK3	6.85374891460816	35.68352626892253	3.0689166534300796	35.68352626892253
CTC-273B12.10	6.980885632402616	25.063520871143375	3.088895944127069	9.255222524977292
SULT2B1	65.14109571192867	1036.6838649155723	24.81249990928649	1036.6838649155723
FAM83E	62.18382587161856	637.1414192249623	12.65843707126442	233.3953834698436
SPACA4	24.924003165015982	246.79802955665025	5.993024159851719	74.85355648535565
RPL18	2.0668067773839796	7.534345718901454	1.0256820464109901	2.515665535821193
AC022154.7	6.350172294672236	15.296163208531354	2.631757692688416	7.292090837901331
SPHK2	2.2277129106668543	5.889215811692465	1.191881377169088	2.7589237668161433
DBP	6.556529908239977	20.449500245780765	2.8318210730666586	7.222121710526316
CA11	3.816206064207297	12.312896953985742	1.80920442720788	4.720961975950601
SEC1P	6.366057171099627	52.00755786490316	2.6378601454892308	4.728062554300608
NTN5	5.632931921955353	19.22027290448343	2.3616469605898858	4.632104121475055
FUT2	11.856248534695153	176.89614935822638	2.7309063445744957	12.64346009193481
MAMSTR	5.187235509574493	60.78827690752905	1.9674878188137104	4.862718374426961
RASIP1	6.864030968792134	98.36118598382748	1.8062696105697882	5.897681451612904
IZUMO1	11.244878772985974	52.02513966480447	3.356990541216236	6.715783812852917
FUT1	7.567367749867341	31.40712907484513	2.478198262224965	6.547158280708902
FGF21	11.446841845249699	209.79310344827584	2.085849619948021	16.909090909090907
BCAT2	2.5275606266312263	8.648167293233083	1.2030532356869503	2.558560411311054
HSD17B14	5.191176524250444	57.2289156626506	2.0919252944655633	7.140564523742094
PLEKHA4	10.679379664737464	66.15563310069791	2.4829825240348264	6.22643391521197
PPP1R15A	13.994514425755847	83.10356301531213	3.4793988051395264	8.13782991202346
TULP2	10.265284956825486	72.82407407407406	3.0685838124622875	7.80095087163233
NUCB1	2.1959796567397776	6.323701842546064	1.0367023040034675	1.9333333333333333
NUCB1-AS1	18.96724362543252	71.45660377358492	4.397950717131316	8.72041166380789
CTD-2639E6.4	10.188202036025332	33.30174927113703	3.300930239180227	5.690010298661174
DHDH	14.790201642351931	124.36958234830574	3.106277762444289	8.99219661205221
BAX	2.9230557027016943	10.708585495948304	1.1076107421381705	2.0251843856808778
CTD-2639E6.9	7.024551287292612	54.8141513658755	1.9478584636613037	3.5857431069266976
FTL	4.319202552368011	17.883576464018983	1.5367553161146812	2.551610627792147
GYS1	2.8444332891988533	7.49811320754717	1.1697000854465118	2.1158485273492285
RUVBL2	2.1219509729445787	6.150320039389463	1.0717680675209964	3.534122562674095
LHB	212.1152806250141	4738.449789996182	4.394245941492477	8.110243454294901
CTB-60B18.10	10.368641569894827	42.511210762331835	3.384326498396093	6.596650891882053
CGB3	3.1987397398465665	41.6	1.3248538973261026	11.397260273972602
NTF6A	0.14734054541356773	7.956389452332657	0.07598339555251583	4.103103359835855
CGB2	2.3616543527238076	29.59485530546624	1.137409660546655	17.28358208955224
